,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
99,"Every evening, when Sara went up to bed, she found new things in the attic. There were more warm blankets, for her and for Becky.
There were pictures on the walls; there were books, new shoes, and a winter coat. And best of all, there was always a fire.'
'Who does it, Miss?' 'A friend does it,' Sara said. 'A kind, wonderful friend. But he doesn't want us to know his name.' They began to look at one of the new books, and then Becky looked up.
'Oh, Miss,' she whispered. 'There's something at the window. What is it?' Sara got up to look. 'It's the monkey!' she said. 'The monkey from next door.' She opened the window, and the monkey jumped down into her arms. 'Oh, you poor little thing,' Sara said. 'You're so cold!'",a little princess,1,Beginner,0,-1
101,"The story ended happily for everybody—but not for Miss Minchin. Sara was very rich now, and Miss Minchin wanted her to come back to the school.
She came to see Mr. Carrisford, but he said some very angry things to her, and she went away with red face.
Becky came to live in Mr. Carrisford's house, too. She was Sara's servant, and she was very happy. She had a warm room, nice dresses, beautiful dolls, and good things to eat every day. And she loved Sara very much. Another Sara's friend from school, Ermengarde, often came to visit Sara, and Sara helped her with her school lessons again. Ermengarde was not clever, but she was a true friend. They often play and read together. Ermengarde liked to listen to Sara's stories about everything in the world.",a little princess,1,Beginner,0,-1
104,"That evening, in the little attic room, Sara sat on the bed in her old black dress. She did not cry, but her face was white and she did not move or speak for hours.
Late at night the door opened quietly, and Becky looked in. Her eyes were red from crying.
'Oh, Miss,' she said. 'All the servants are talking about it. I'm so sorry!' She looked at Sara's white face, and began to cry again. Then she ran to Sara, and took her hand. At last Sara moved. Slowly, she turned her head and looked at Becky.
'Oh, Becky,' she said.
And that was all. That first night in the attic was very long. Sara did not sleep.
'Father is dead,' she whispered, again and again. 'Father is dead. I'm never going to see him again.'",a little princess,1,Beginner,0,-1
105,"Winter came, with its short, dark days, and the attic rooms were very cold. There were no fires for servant girls, and often Sara and Becky could not sleep because of the cold. Sara was taller now, and her old black dress was very short. Her shoes were old, and she had no warm coat for the winter weather. She was thin, too. She did not get very much to eat, and she was always hungry. She carried big baskets of shopping through the rain and the snow. One day she found a sixpence in the snow, and she bought some hot bread with it. Then she saw a child by the door of the shop.
The child had no shoes and no coat, and her thin face was blue with cold. 'She is hungrier than I am,' thought Sara. And she gave her hot new bread to the child.",a little princess,1,Beginner,0,-1
110,"One cold winter day a little girl and her father arrived in London. Sara Crewe was seven years old, and she had long black hair and green eyes. She sat in the cab next to her father and looked out of the windows at the tall houses and the dark sky.",a little princess,1,Beginner,0,-1
111,"Mr. Crewe stayed in London for a week. He and Sara went to the shops, and he bought many beautiful, expensive dresses for his daughter. He bought books, and flowers for her room, and a big doll with beautiful dresses, to.",a little princess,1,Beginner,0,-1
112,"'Father wants me to be happy,' she said to her new doll. 'I love him very much and I want to be a good daughter, so I must be happy.' It was a very big, and very beautiful doll, but of course it could not answer.",a little princess,1,Beginner,0,-1
114,"The next morning Sara's new life began. She learnt to clean floors and to make fires. She ran upstairs and downstairs, and she worked in the kitchen. The cook was a big woman with a red, angry face.
'So,' she said, 'the little rich girl is now a servant?' She looked at Sara.",a little princess,1,Beginner,0,-1
115,"At first Sara's only friend was Becky. Every day Becky came into Sara's bedroom. They did not talk much, but it helped Sara a lot to see Becky's friendly, smiling face. The girls in the school were sorry for Sara, but Sara was a servant now, and they could not be friendly with servants.",a little princess,1,Beginner,0,-1
120,"They sat down by the fire, and ate and drank.
'Oh, those pies were good, Miss!' Becky said, 'And the tea and the cake. I don't understand magic, but I like it!' Sara looked round the room. 'Oh Becky, look! There are some books, too. I didn't see them before.'",a little princess,1,Beginner,0,-1
121,"She ran to look at them, and opened the top book. 'There's some writing here! Listen. It says, to the little girl in the attic. From a friend.' Sara closed the book and looked up. 'I have a friend, Becky,' she said slowly. 'Someone is my friend.'""",a little princess,1,Beginner,0,-1
122,"Every evening, when Sara went up to bed, she found new things in the attic. There were more warm blankets, for her and for Becky. There were pictures on the walls; there were books, new shoes, and a winter coat. And best of all, there was always a fire.",a little princess,1,Beginner,0,-1
123,"'Oh, Miss,' she whispered. 'There's something at the window. What is it?' Sara got up to look. 'It's the monkey!' she said. 'The monkey from next door.' She opened the window, and the monkey jumped down into her arms. 'Oh, you poor little thing,' Sara said. 'You're so cold!'",a little princess,1,Beginner,0,-1
125,"That was an exciting day for many people. At first poor Sara did not understand. But Mr. Carmichael talked to her quietly and told her everything — true story about her father's friend and the diamond mines, and the two years of looking for Ralph Crewe's daughter.",a little princess,1,Beginner,0,-1
126,"'And all the time,' she said later to Mr.Carrisford, when they sat by this fire, 'I was in the house next door.' Tom Carrisford took her hand. 'Yes,' he said. 'And you're never going back there. Your home is with me now. I'm going to take care of Ralphs's Little Miss.'",a little princess,1,Beginner,0,-1
128,"Becky came to live in Mr. Carrisford's house, too. She was Sara's servant, and she was very happy. She had a warm room, nice dresses, beautiful dolls, and good things to eat every day. And she loved Sara very much.",a little princess,1,Beginner,0,-1
129,"Another Sara's friend from school, Ermengarde, often came to visit Sara, and Sara helped her with her school lessons again. Ermengarde was not clever, but she was a true friend. They often play and read together.",a little princess,1,Beginner,0,-1
153,"There were many women in Jamestown now, and Pocahontas soon made new friends. The Englishwomen liked her very much. She stayed in their houses, played with their children, and spoke English all the time. After some months, one of her new friends asked her: 'Are you happy here with us, Pocahontas? Would you like to go home to your people?' 'The English are my people now,' said Pocahontas.
'But perhaps one day your father—' said her friend.
'My father,' said Pocahontas, 'likes his guns better than his daughter. They are more important to him. This is my home now.' One of her new friends was a man called John Rolfe. Pocahontas liked him. Rolfe was a tall man, with brown eyes. He liked Pocahontas, too, and visited her nearly every day. He smiled a lot, and often laughed happily.",pocahontas,1,Beginner,0,-1
154,"One day John said: 'Pocahontas, I have something important to say to you. We are good friends, I think, and. . . well, we can be more than friends. I need a wife, Pocahontas, and you are the most beautiful woman in Jamestown. And the most interesting woman, too! I love you, Pocahontas, and I want to marry you.' At first, Pocahontas didn't say anything. John Rolfe was a nice man, but a long time ago, she remembered, she wanted to be the wife of a different John. 'But I'm never going to see John Smith again,' she thought. 'He's dead. I must forget about him.' She smiled at John Rolfe. 'Yes, John,' she said. 'I would very much like to be your wife.' And so, on the 5th April, 1614, an Indian girl married an Englishman in the church in Jamestown.",pocahontas,1,Beginner,0,-1
173,"There were many women in Jamestown now, and Pocahontas soon made new friends. The Englishwomen liked her very much. She stayed in their houses, played with their children, and spoke English all the time.",pocahontas,1,Beginner,0,-1
184,"At twelve o'clock the next day, the Abbot of St Mary's was in his great dining room. On the table there were bags of gold. He went to the window and looked out.
'Sir Richard of Lee is here at the right time, I see,' he thought.
'But his clothes are poor, and his horse is old. Good! I think my friend, the sheriff, is right. Sir Richard cannot pay my one thousand, one hundred pounds. So this evening, I will be Lord of his house and his lands!' A few minutes later, Sir Richard and Little John came into the room.
'Well,' said the abbot, 'you are here at the right time. Do you have my money?' 'My Lord Abbot,' Sir Richard began, 'I hope you will be kind. Next year ...' 'Stop!' shouted the abbot. 'Pay me the one thousand, one hundred pounds, or your house and lands will be mine this evening!'",robin hood,1,Beginner,0,-1
186,"Оne day, about a month after the fight between Marian and Robin, Will Scarlet told them an interesting story.
'People in the village of River Dale are talking about a fat friar,' he said. 'They say he came to the village last month. Now he lives near the river. For one penny, he will take people across the river in his boat. When poor people cannot pay, he carries them across on his back!
People say he loves good food and a good fight. He is a very strange friar, I think.' 'And I think that man is Friar Tuck,' laughed Marian. 'Robin, please go to River Dale and bring him back with you.' Robin and Will Scarlet walked with Marian to her uncle's house and then went back through the forest to the village of River Dale.",robin hood,1,Beginner,0,-1
188,"Little John took the abbot's men to Robin Hood.
'Good evening, brothers!' said Robin. 'We hope you will stay for dinner!' The two churchmen were very unhappy but they could not leave. So they got down from their horses and sat at Robin's table. Robin's men brought them food. The food was very good, but the churchmen couldn't eat. They were too afraid.
'Not hungry?' asked Robin. 'Please eat more because we will ask you to pay something for your dinner. With a little church gold, we can help the abbot's villagers. On the abbot's land there are many poor families.' 'We are only poor churchmen,' they answered, 'and we have no money. Please don't kill us!' Little John went to the churchmen's horses and looked in their bags.
'They are right, Robin. There is no money in their bags.'",robin hood,1,Beginner,0,-1
189,"One day, Sir Richard decided to talk to Robin Hood.
'Robin, my good friend,' he said, 'I have your money, and I am also bringing one hundred arrows for you and your men. My wife and her friends made them.' 'You are a good man,' Robin answered. 'We are very happy about the arrows, but I will not take your gold. The abbot took that money last year - and yesterday the church gave it back to me!' He told Sir Richard about the two churchmen and the bags of gold under their clothes.
'Now,' said Robin, 'I would like to give you and your lady something. I would like to give your wife this beautiful white horse. And for you, I have some fine clothes!' The two churchmen arrived at the abbey later the next day and also told their story. The abbot was very angry.",robin hood,1,Beginner,0,-1
197,"That evening, Marian and her father talked for a long time about Robin, the sheriff and Prince John.
'Marian, please marry the sheriff,' said her father. 'He is rich and important, and he is a friend of Prince John.' Marian took her father's hand. 'Father, I am sorry to bring you so many problems. I will not marry the sheriff. Listen. Tomorrow I will leave the house very early. The sheriff will come late in the morning. Tell your men to look for me. Look in every room. Be very angry. Then the sheriff will think that you know nothing!' 'You are right, Marian,' said her father. 'You will have to marry the sheriff or leave. Go then to my brother's house. But who will go with you?' 'Good Friar Tuck is staying here tonight,' answered Marian. 'He will help me.'",robin hood,1,Beginner,0,-1
203,"'It is a beautiful day,' said Robin. 'I think I will go for a walk to the river. Will you come with me?' 'I want to make some new arrows for my bow,' answered Will. 'But I will meet you at lunch time near the bridge.'",robin hood,1,Beginner,0,-1
212,"At twelve o'clock the next day, the Abbot of St Mary's was in his great dining room. On the table there were bags of gold. He went to the window and looked out.
'Sir Richard of Lee is here at the right time, I see,' he thought.",robin hood,1,Beginner,0,-1
213,"'People in the village are talking about a fat friar,' he said. 'He lives near the river. For one penny, he will take people across the river in his boat. When poor people cannot pay, he carries them across on his back!",robin hood,1,Beginner,0,-1
258,"When a man came out of the village, Mowgli opened his mouth to show that he wanted food. The man ran back into the village and came back with a hundred other people. They all looked at Mowgli and saw the bite-marks on his arms and legs.",heroes in fairy tales,1,Beginner,0,-1
266,"Dorothy jumped down from her bed and ran to the door. When she opened it, she gave a cry of surprise. The house was in a beautiful country that was covered with green grass and tall trees. There were beautiful flowers and the trees full of delicious fruit.",heroes in fairy tales,1,Beginner,0,-1
267,"At that moment, Dorothy saw some people coming towards her. The people were small, but they were not children. The three men had beards and the woman's hair was white. She walked towards Dorothy and bowed.",heroes in fairy tales,1,Beginner,0,-1
268,Dorothy went into the house and found some bread. She gave some bread to Toto and ate some herself. Then she picked some fruit and drank some water from the stream. A clean blue and white dress was hanging by Dorothy's bed.,heroes in fairy tales,1,Beginner,0,-1
290,"Buck was a strong dog. Buck was four years old, and the Millers were his family. He swam with the boys and walked with the women. He carried the babies on his back, and at night Buck sat at Mr. Miller's feet.",the call of the wild,1,Beginner,0,-1
298,"That night, Buck had another new problem. He wanted to sleep in a warm, dry place, so he tried to sleep with the men, not dogs. But the men didn't want to sleep with a dog, and threw plates and cups at him.",the call of the wild,1,Beginner,0,-1
306,"There were men and dogs and sledges everywhere. Every day the dogs ran up and down the streets and pulled wood and gold for the men. The dogs worked very hard. And every night, at twelve and at three the dogs howled at the night sky.",the call of the wild,1,Beginner,0,-1
308,"On this trip, Buck only liked one thing. He liked to sit by the fire at night, before he went to bed. Sometimes he remembered his home in California. But he didn't want to go back. He had a new home now, and a new life.",the call of the wild,1,Beginner,0,-1
348,"I used the keys to open some desks and cupboards. All of them were full of papers. I was sure that some of these papers were important. I had to look at all of them. This job will take a long time, I thought.",the woman in black,1,Beginner,0,-1
363,"It was 6.10 in the evening at the Reform Club. Phileas Fogg was in the card room. He was at a card table with the same five men as yesterday and the day before and the day before that.
Phileas Fogg and the five men didn't usually talk when they played cards. But this evening, before the game started, the men talked about a newspaper story. A thief walked into the Bank of England and took fifty-five thousand pounds. Then he walked out again. One of the men at the card table, Ralph, had a very good job at the Bank of England.
'They'll catch the man,' Ralph said.' The best detectives are at every port. They know that the man is tall. He wears expensive clothes. They'll find him.'
'Oh, I don't know,' said Stuart, another man at the table.' The world is a very big place.'",around the world in eighty days,1,Beginner,0,-1
482,"Dantes was sitting in the corner of his room. He looked up and saw the stranger with two soldiers.
'This is an important officer,' he thought. He jumped up to meet him, but the soldiers pushed him back.
'The officer thinks that I am crazy,' Dantes thought.
He looked at the officer. He tried to make his voice quiet and calm.
'I only want to know what is going to happen to me. Why am I here? Give me your permission to see a judge.'
'Perhaps,' said the chief officer. Then, turning to the governor, he said, 'Show me your books. What is this man's crime?'
'I know that you can't free me,' said Dantes. 'But tell me, please, that there is hope.'
'I can't tell you that. I can only promise to ask about the matter.'",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
483,"Days and weeks passed. Dantes began to think that the officer's visit was only a dream.
Suddenly, one evening, at about nine o'clock, Edmond heard a sound in the wall next to his bed. He listened.
'Perhaps this is only a dream, too,' he thought.
But he heard the sound again. He heard something fall — and then silence.
Some hours later, he heard the noise again, nearer and more clearly.
Edmond listened. 'I know what that sound is,' he thought. 'A prisoner is trying to escape.'
Edmond wanted to help. He moved his bed, then he looked round the room for a sharp tool. The only things in the room were a bed, a chair, a table, and a water pot.
'I will break the water pot and use one of the sharp pieces,' he thought.
He threw the pot on the floor, and it broke into pieces. He hid two or three pointed bits in his bed.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
484,"The next morning, when Dantes moved his bed away from the wall, he heard a sound. He got down on his knees.
'Is it you?' he said. 'I am here.'
Soon after that, part of the floor of Dantes' room fell away. Stones and earth fell down into the opening. Then, at the bottom of the hole, Dantes saw the arms and head of a man. The man climbed up into the room.
Dantes reached his hands out to his new friend. He was a small man, and his hair was white. His eyes were dark, and he had a long beard. He was not strong.
'You seem very happy to see me!' he said to Dantes. 'Your happiness touches my heart.'
But Dantes knew that the man was very sad.
'You worked hard to escape,' he said, 'but you haven't reached the outside of the prison. This is just another room.'",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
485,"Dantes looked around.
'There is one thing that I still don't understand,' he said. 'How do you do so much work?'
'I work all night.'
'At night? Can you see in the dark?'
'No, of course not. But God has given man a mind. With it, we can make what we need. I made a lamp for myself. I get the oil from my food, and it burns very well.'
Faria's words were clever and wise. Sometimes Dantes could not understand them.
'You are very wise. Will you teach me?' Dantes asked. 'I don't want you to get tired of me. A clever person doesn't want to talk to a person who knows nothing. Teach me, and then the hours will pass more quickly for you.'
Dantes learned new ideas from Faria very quickly and easily. He learned about the history of the world, and the English language, and many other things.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
488,"The sun shone in the sky and coloured the rocks a soft pink. It was the island of Monte Cristo.
'I can jump over the side of the ship,' Dantes thought, 'and swim to the island in an hour. But if I do that, how will I get the treasure away? I must wait. I waited for years to be free. I can wait for a few months to be rich.'
He looked again at the island.
'Perhaps the treasure is only a dream, a dream of Faria's. But there was Prince Spada's letter. That seemed real.'
Dantes repeated the letter to himself from the beginning to the end; he remembered every word.
Night came, and Edmond watched the island. It was beautiful with the colours of the evening, then slowly it hid itself in the darkness.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
489,"Dantes thought about his problem all the time.
'How can I reach Monte Cristo? I have no money for a small boat to get it.'
One evening, in Livorno, the captain asked Dantes to come to an important meeting.
Edmond went with the captain to see other ships' captains. They talked about a ship from Turkey which was carrying expensive cloth. They wanted to find a quiet place and meet this ship, buy the cloth and then take it to the coast of France.
'We need a quiet place where there are no customs officers,' one man said. 'A place where nobody will see us.'
'The best place is the island of Monte Cristo,' said the captain of the Young Amelia. 'Nobody lives on the island, and no customs officers ever go there.' They decided to sail to Monte Cristo the next night.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
491,"Dantes gave fine presents to all the men. He gave a new ship and some money to his best friend, Jacopo. After that, he left Livorno and went to Genoa.
In Genoa he saw a boat builder. The man had a beautiful little ship on the water.
'I built this boat for an Englishman,' the boat builder said.
It was very small.
'I can sail it myself, alone, without help,' Dantes thought. 'And it is very fast. No other ship on the water will catch it.'
Dantes offered a lot of money for the boat and asked the builder for the ship's papers.
'The Englishman will not return for some time,' the boat builder said. 'I am sure that I can build another boat for him.'
Dantes said, 'Make me a hidden place on the ship, near the top of my bed.'
The builder promised to do the work the next day.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
492,"One fine morning, a small beautiful boat sailed into Marseilles. 'I left Marseilles just here, many years ago,' he thought.
The customs officers came on board to look at the ship's papers.
A soldier stood near the steps. Even now, Dantes was afraid when he saw a soldier. Edmond now had a different name — a rich man's name. He showed the officers the ship's papers.
'This boat is owned by the Count of Monte Cristo,' the papers said.
'The count can go on shore now, if he wants to,' they said. 'There is no problem with his papers.'
Old Nicolas, a seaman from the Pharaoh, was one of the first men that he met on shore. Dantes went straight to Nicolas and asked him a number of questions. He watched the man's face carefully, but Nicolas did not know him. Dantes gave him some money and turned away.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
495,"The next morning Dantes climbed to the top of the highest rock. He looked for houses and men on the island, but there were none. It really was an empty place.
He returned to the treasure place and went into the second room. He took gold and some coins and hid them safely in his clothing. Then he covered the chest with earth, and put sand over the place.
'Nobody can see anything now,' he thought. He put a large stone over the opening and covered it with earth.
He waited for his friends to return. That was not easy. He did not want to sit and guard his great treasure. He wanted to return and live with men.
'These riches will give me great power. With all this money, I can bring happiness to the people who are nearest to my heart!'",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
496,"One night, Edmond woke up suddenly. He heard a weak voice call his name through the darkness. He moved his bed, took out the stone, and hurried along the underground path. The other end of it was open.
It was dark, but he saw the old, white-faced man holding on to the end of his bed in great pain.
'Ah, my dear friend,' said Faria. You know that the time has come.'
'Don't say that!' cried Dantes. I will save you again.'
He quickly lifted up the foot of the bed and took out the little bottle. There was still some red liquid in it.
'Look,' he cried. 'There is still some in here. Tell me what to do.'
'There is no hope,' Faria replied. 'But you can try to save my life. Do the same thing, but don't wait too long. If I don't get better, pour the rest into my mouth. Now put me on my bed.'",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
498,"When Dantes came up again, he could not see the light. He began to swim out to sea. He swam for hours; he was trying to reach an island.
'In two or three hours,' he thought, 'the guard will go into my room. He will find the body of my poor friend. He will look for me and not find me, and then he will call for help. The soldiers will discover underground path. They will question the men who threw me into the sea. They will send boats of soldiers to find the escaped prisoner. Everyone will search for a hungry man without clothes. Soldiers will look for me in Marseilles, and the governor and his men will search for me on the sea. I am cold. I am hungry. I have lost my knife. Oh, my God! Help me!'",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
499,"After Dantes said his prayer, he looked towards the Chateau d'If. He saw a small ship, coming out from Marseilles. It was moving quickly out to sea.
It came near him. He shouted and waved his hand. The ship turned towards him, and let down a boat.
There were two men in the boat. Dantes began to swim to it, but he was too weak. He gave a cry, and one of the men in the boat shouted, 'Be strong! We are coming!'
Dantes heard their words. A wave passed over him. He came up to the top of the water, and then he went down again. The water closed over his head.
'I am dying!' he thought.
Then someone caught him by the hair and pulled him up. After that, he heard and saw nothing. When Dantes opened his eyes, he was on board the ship.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
500,"The soldier took Dantes to a small room. Then, at about ten o'clock, an officer and four soldiers took him through the streets to the shore. They put Dantes in a boat. Then they watched him as the boat moved away.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
502,"Days and weeks passed. Dantes began to think that the officer's visit was only a dream. Suddenly, one evening, at about nine o'clock, Edmond heard a strange sound in the wall next to his bed. He listened.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
503,"Dantes was wise. He kept his mouth shut after that first cry of surprise when he was underwater after his escape from the prison. In his right hand he still held the knife. He quickly cut open the bag, got one arm out and then his body.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
504,"Dantes swam quickly to the top of the water, and the stone fell to the bottom of the sea. He felt the night air on his face. He began to swim under the water because he did not want the guards to see him.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
506,"Dantes went to buy some clothes. Then, a changed man, he went back on board the Young Amelia. The men of the Young Amelia worked hard for their captain. They spent very little time in Livorno. The captain wanted to get the goods out of the city quickly.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
507,"Dantes repeated the letter to himself from the beginning to the end; he remembered every word. Night came, and Edmond watched the island. It was beautiful with the colours of the evening, then slowly it hid itself in the darkness.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
509,"Dantes gave fine presents to all the men. He gave a new ship and some money to his best friend, Jacopo. After that, he left Livorno and went to Genoa. In Genoa he saw a boat builder. The man had a beautiful little ship on the water.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
510,"The customs officers came on board to look at the ship's papers. A soldier stood near the steps. Even now, Dantes was afraid when he saw a soldier. Edmond now had a different name — a rich man's name. He showed the officers the ship's papers.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
511,"Old Nicolas, a seaman from the Pharaoh, was one of the first men that he met on shore. Dantes went straight to Nicolas and asked him a number of questions. He watched the man's face carefully, but Nicolas did not know him.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
516,"In 1844 Dumas wrote another famous story, The Three Musketeers, about France in the 1600s. His stories were very popular because they were full of brave men, beautiful women, dangerous adventures and excitement.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
517,"The next morning Dantes climbed to the top of the highest rock. He looked for houses and men on the island, but there were none. It really was an empty place. He returned to the treasure place and went into the second room.",the count of monte cristo,2,Elementary/Pre-Intermediate,1,-1
520,"Here was Matthew Cuthbert, he wore his best suit of clothes, which was proof that he was going out of Avonlea. Now, where was Matthew Cuthbert going and why was he going there?
I'll just step over to Green Gables after tea and find out from Marilla where Matthew's gone and why,' the worthy woman finally concluded. 'He doesn't generally go to town this time of year and he NEVER visits; he wasn't driving fast enough to be going for a doctor. Yet something must have happened since last night. I'm puzzled and I won't know a minute's peace until I know what has taken Matthew Cuthbert out of Avonlea today. I'm going to see Marilla and to find out where he had gone. I hope she will tell me everything.'",anne of green gables,2,Elementary/Pre-Intermediate,1,-1
526,"Matthew Cuthbert lived with his sister, Marilla, in Green Gables, a large old house near Mrs. Lynde's home. Mrs. Lynde walked to Green Gables.
Marilla Cuthbert was busy in the kitchen. Marilla wasn't young or pretty, and she didn't smile very much. But she had a kind heart. She wasn't surprised by Mrs. Lynde's visit.
""Hello, Marilla,"" said Mrs. Lynde. ""I saw Matthew on the road. Where's he going?""
""To Bright River Station,"" answered Marilla. ""We're getting a little boy from an orphanage in Nova Scotia. He's coming on the train this afternoon.""
Mrs. Lynde couldn't speak. Then she said, ""An orphan boy! Why do you want an orphan boy?""
""Matthew is sixty years old,"" answered Marilla. ""His heart isn't very strong. He wants a boy to help him on the farm.""",anne of green gables,2,Elementary/Pre-Intermediate,1,-1
527,"Bright River Station was about twelve kilometers from Avonlea.
When Matthew arrived at Bright River, it was late. There was only one person at the station, a little girl about eleven years old. She was very thin with large gray eyes and long red hair. When she saw Matthew, she smiled.
""Are you Mr. Matthew Cuthbert of Green Gables?"" she asked. ""I'm from the orphanage.""
Matthew took the child's hand. ""There's a mistake,"" he thought. ""This is a girl, not a boy!""
""When you weren't here at the station,"" said the child, ""I thought, 'I can sleep in that big tree tonight. I know you'll come in the morning.' I know it's a long way to your house. But I love going by car. And I'm going to have a home with you. That's wonderful. I never had a home.""",anne of green gables,2,Beginner,0,-2
